"X.U.FEFF.ID","Authors","Title","Year"
"F038S008","BM Kang, HR Park, YM Lee, ...","Nutrient intake and dietary quality of Korean adults according to chronic obstructive pulmonary disease (COPD): Based on the 2012~ 2014 Korea National …",2017
"F039","L Mascitelli, F Pezzetta","Renin-Angiotensin System Blockade and",2005
"F039S000","L Mascitelli, F Pezzetta","Inhibition of the renin-angiotensin system in patients with COPD and pulmonary hypertension",2007
"F039S001","A Refaat, M Abdou, A Ismael, I Alhelali","Aortic stiffness and microalbuminuria in patients with chronic obstructive pulmonary disease",2015
"F039S002","A Gürgün, C Gürgün","'Kronik obstrüktif akciger hastaligi ve kardiyovasküler sistem",2008
"F039S003","A Sahan, A Yilmaz, T Tasliyurt, S Doruk, ...","Antiinflammatory effect of telmisartan on chronic obstructive pulmonary disease: 8-isoprostane concentration in exhaled breath condensate",2014
"F039S004","NE Aidargalieva, AZ Teleusheva","Features of intracardiac hemodynamics disoders in patients with chronic obstructive pulmonary disease complicated by the chronic pulmonary heart disease …",2016
"F039S005","<U+502A><U+749F>, <U+9F50><U+6DB5><U+6C81>, <U+5434><U+51A0><U+4EEA>, <U+6731><U+7EA2><U+82AC>","<U+8840><U+7BA1><U+7D27><U+5F20><U+7D20> <U+2161> <U+5BF9><U+80BA><U+6027><U+8111><U+75C5><U+65E9><U+671F><U+8BCA><U+65AD><U+4EF7><U+503C><U+7684><U+63A2><U+8BA8>",2017
"F039S006","<U+041D><U+0415> <U+0410><U+0439><U+0434><U+0430><U+0440><U+0433><U+0430><U+043B><U+0438><U+0435><U+0432><U+0430>, <U+0410><U+0416> <U+0422><U+0435><U+043B><U+0435><U+0443><U+0448><U+0435><U+0432><U+0430>","<U+041E><U+0441><U+043E><U+0431><U+0435><U+043D><U+043D><U+043E><U+0441><U+0442><U+0438> <U+043D><U+0430><U+0440><U+0443><U+0448><U+0435><U+043D><U+0438><U+0439> <U+0432><U+043D><U+0443><U+0442><U+0440><U+0438><U+0441><U+0435><U+0440><U+0434><U+0435><U+0447><U+043D><U+043E><U+0439> <U+0433><U+0435><U+043C><U+043E><U+0434><U+0438><U+043D><U+0430><U+043C><U+0438><U+043A><U+0438> <U+0443> <U+043F><U+0430><U+0446><U+0438><U+0435><U+043D><U+0442><U+043E><U+0432> <U+0441> <U+0445><U+0440><U+043E><U+043D><U+0438><U+0447><U+0435><U+0441><U+043A><U+043E><U+0439> <U+043E><U+0431><U+0441><U+0442><U+0440><U+0443><U+043A><U+0442><U+0438><U+0432><U+043D><U+043E><U+0439> <U+0431><U+043E><U+043B><U+0435><U+0437><U+043D><U+044C><U+044E> <U+043B><U+0451><U+0433><U+043A><U+0438><U+0445>, <U+043E><U+0441><U+043B><U+043E><U+0436><U+043D><U+0451><U+043D><U+043D><U+043E><U+0439> <U+0440><U+0430><U+0437><U+0432><U+0438><U+0442><U+0438><U+0435><U+043C> …",2016
"F039S007","A Sacchetta, P Marino","Policronicità e politerapia in fase cronica e di riacutizzazione",2011
"F040","<U+9B4F><U+7389><U+54F2>, <U+5B8B><U+6D2A><U+6C5F>, <U+738B><U+4F73>, <U+738B><U+94C1>, <U+84DD><U+79C0><U+6587>, <U+859B><U+82F1><U+5A01>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5728><U+8001><U+5E74><U+80C3><U+764C><U+75C5><U+4EBA><U+672F><U+540E><U+80A0><U+5916><U+8425><U+517B><U+4E2D><U+7684><U+5E94><U+7528>",2009
"F040S000","<U+5218><U+9A85>, <U+51CC><U+4F1F>, <U+66F9><U+6656>","<U+514D><U+75AB><U+5F3A><U+5316><U+80A0><U+5185><U+4E0E><U+80A0><U+5916><U+8425><U+517B><U+5BF9><U+8001><U+5E74><U+80C3><U+764C><U+60A3><U+8005><U+5168><U+80C3><U+5207><U+9664><U+672F><U+540E><U+8425><U+517B><U+548C><U+514D><U+75AB><U+529F><U+80FD><U+7684><U+5F71><U+54CD>",2011
"F040S001","<U+74E6><U+5E38><U+6587>","<U+542B><U+8C37><U+6C28><U+9170><U+80FA><U+7684><U+80A0><U+5916><U+8425><U+517B><U+5728> ICU <U+91CD><U+75C7><U+60A3><U+8005><U+4E2D><U+7684><U+5E94><U+7528>",2012
"F040S002","<U+5218><U+9A85>, <U+51CC><U+4F1F>, <U+66F9><U+6656>","<U+514D><U+75AB><U+5F3A><U+5316><U+80A0><U+5185><U+8425><U+517B><U+5728><U+8001><U+5E74><U+5168><U+80C3><U+5207><U+9664><U+672F><U+540E><U+60A3><U+8005><U+4E2D><U+7684><U+4E34><U+5E8A><U+5E94><U+7528>",2011
"F040S003","<U+9AD8><U+4FCA>, <U+738B><U+9759><U+4E1C>, <U+738B><U+7426><U+4E09>","<U+542B> <U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+7684><U+80A0><U+5916><U+8425><U+517B><U+5BF9><U+80C3><U+764C><U+75C5><U+4EBA><U+514D><U+75AB><U+529F><U+80FD><U+5F71><U+54CD><U+7684> Meta <U+5206><U+6790>",2015
"F040S004","<U+738B><U+5316><U+82AC>, <U+738B><U+9752>, <U+8BB8><U+4F1A><U+5F6C>, <U+80E1><U+5B8F><U+4F1F>, <U+5D14><U+5E86>, <U+5434><U+73B2><U+73B2>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+521B><U+4F24><U+6027><U+4F11><U+514B><U+5927><U+9F20><U+80A0><U+9053><U+708E><U+75C7><U+53CD><U+5E94><U+53CA><U+7EC6><U+83CC><U+79FB><U+4F4D><U+7684><U+5F71><U+54CD>",2012
"F040S005","<U+738B><U+5316><U+82AC>, <U+738B><U+9752>, <U+8BB8><U+4F1A><U+5F6C>, <U+80E1><U+5B8F><U+4F1F>, <U+5D14><U+5E86>, <U+5434><U+73B2><U+73B2>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+9884><U+5904><U+7406><U+5BF9><U+521B><U+4F24><U+6027><U+4F11><U+514B><U+5927><U+9F20><U+7EE7><U+53D1><U+6027><U+809D><U+635F><U+4F24><U+7684><U+5F71><U+54CD>",2011
"F040S006","<U+9EC4><U+660E><U+541B>","<U+514D><U+75AB><U+8425><U+517B><U+7269><U+8D28><U+5BF9><U+80C3><U+80A0><U+80BF><U+7624><U+624B><U+672F><U+75C5><U+4EBA><U+708E><U+6027><U+53CD><U+5E94><U+5F71><U+54CD><U+7684><U+7814><U+7A76><U+8FDB><U+5C55>",2015
"F040S007","<U+8BB8><U+4F1A><U+5F6C>, <U+738B><U+9752>, <U+738B><U+5316><U+82AC>, <U+5218><U+542F><U+5CF0>","<U+03C9>-3PUFA <U+5BF9><U+9885><U+8111><U+635F><U+4F24><U+4F34><U+4F11><U+514B><U+5927><U+9F20><U+65E9><U+671F><U+80BA><U+635F><U+4F24><U+7684><U+4FDD><U+62A4><U+4F5C><U+7528>",2012
"F040S008","<U+8BB8><U+4F1A><U+5F6C>, <U+738B><U+9752>, <U+738B><U+5316><U+82AC>, <U+5218><U+542F><U+5CF0>, <U+5218><U+6587><U+6E05>, <U+738B><U+6C38><U+6E05>","<U+03C9>-3PUFA <U+5BF9><U+9885><U+8111><U+635F><U+4F24><U+4F34><U+4F11><U+514B><U+5927><U+9F20><U+7EE7><U+53D1><U+6027><U+809D><U+635F><U+4F24><U+7684><U+4FDD><U+62A4><U+4F5C><U+7528>",2013
"F040S009","<U+8BB8><U+4F1A><U+5F6C>, <U+738B><U+9752>, <U+738B><U+5316><U+82AC>, <U+5218><U+542F><U+5CF0>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+91CD><U+578B><U+9885><U+8111><U+635F><U+4F24><U+60A3><U+8005><U+8425><U+517B><U+72B6><U+51B5><U+53CA><U+514D><U+75AB><U+5B66><U+6307><U+6807><U+7684><U+5F71><U+54CD>",2012
"F040S010","<U+8BB8><U+4F1A><U+5F6C>, <U+738B><U+9752>, <U+738B><U+5316><U+82AC>, <U+5218><U+542F><U+5CF0>, <U+5D14><U+5E86>, <U+9648><U+56FD><U+654F>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+9885><U+8111><U+635F><U+4F24><U+4F34><U+4F11><U+514B><U+5927><U+9F20><U+5168><U+8EAB><U+708E><U+6027><U+53CD><U+5E94><U+53CA><U+80A0><U+9ECF><U+819C><U+5C4F><U+969C><U+7684><U+5F71><U+54CD>",2012
"F040S011","<U+738B><U+840C>, <U+6C6A><U+704F>, <U+8881><U+732E><U+6E29>, <U+7BA1><U+6587><U+8D24>","<U+9C7C><U+6CB9><U+8102><U+80AA><U+4E73><U+5BF9><U+80A0><U+5916><U+8425><U+517B><U+5927><U+9F20><U+5C0F><U+80A0><U+9ECF><U+819C><U+7D27><U+5BC6><U+8FDE><U+63A5><U+5F62><U+6001><U+7ED3><U+6784><U+7684><U+5F71><U+54CD>",2012
"F040S012","<U+859B><U+82F1><U+5A01>, <U+674E><U+6625><U+5CF0>","<U+80C3><U+764C><U+5207><U+9664><U+672F><U+540E><U+60A3><U+8005><U+80A0><U+5185><U+8425><U+517B><U+5B9E><U+65BD><U+4E2D><U+5E94><U+6CE8><U+91CD><U+7684><U+7EC6><U+8282>",2013
"F040S013","<U+738B><U+5316><U+82AC>, <U+738B><U+9752>, <U+8BB8><U+4F1A><U+5F6C>, <U+80E1><U+5B8F><U+4F1F>, <U+5D14><U+5E86>, <U+5434><U+73B2><U+73B2>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+521B><U+4F24><U+6027><U+4F11><U+514B><U+5927><U+9F20><U+6025><U+6027><U+80BA><U+635F><U+4F24><U+7684><U+5F71><U+54CD>",2011
"F040S014","<U+738B><U+73BA>, <U+7BA1><U+519B>, <U+6797><U+5146><U+594B>","<U+5BCC><U+542B><U+9C7C><U+6CB9><U+7684><U+80A0><U+5185><U+8425><U+517B><U+5236><U+5242><U+5BF9><U+8113><U+6BD2><U+75C7><U+75C5><U+4EBA><U+8840><U+6E05><U+6E38><U+79BB><U+8102><U+80AA><U+9178><U+8C31><U+7684><U+5F71><U+54CD>",2015
"F040S015","<U+8BB8><U+4F1A><U+5F6C>, <U+738B><U+9752>, <U+738B><U+5316><U+82AC>, <U+5218><U+542F><U+5CF0>, <U+674E><U+4E43><U+4E49>","<U+66F4><U+591A>>> <U+76F8><U+5173><U+5B66><U+8005><U+4F55><U+6842><U+73CD><U+6731><U+4EAC><U+6148><U+738B><U+65B0><U+9896><U+59DA><U+5EFA><U+9AD8><U+6768><U+5C0F><U+950B><U+8BB8><U+4F1A><U+5F6C><U+7FDF><U+9752><U+65B0><U+738B><U+5316><U+82AC><U+5DE9><U+6D9B><U+4F59><U+9707> <U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+91CD><U+5EA6><U+9885><U+8111><U+635F><U+4F24><U+60A3><U+8005><U+514D><U+75AB><U+529F><U+80FD><U+53CA><U+708E><U+6027><U+7EC6><U+80DE><U+56E0><U+5B50><U+7684><U+5F71><U+54CD>",2013
"F040S016","<U+8BB8><U+4F1A><U+5F6C>, <U+738B><U+9752>, <U+738B><U+5316><U+82AC>, <U+5218><U+542F><U+5CF0>, <U+674E><U+4E43><U+4E49>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+91CD><U+5EA6><U+9885><U+8111><U+635F><U+4F24><U+60A3><U+8005><U+514D><U+75AB><U+529F><U+80FD><U+53CA><U+708E><U+6027><U+7EC6><U+80DE><U+56E0><U+5B50><U+7684><U+5F71><U+54CD>",2013
"F040S017","<U+5B5F><U+52C7>, <U+6731><U+6625><U+971E>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+80C3><U+764C><U+672F><U+540E><U+708E><U+6027><U+53CD><U+5E94><U+548C><U+75B2><U+52B3><U+7EFC><U+5408><U+5F81><U+7684><U+5F71><U+54CD>",2014
"F040S018","<U+4F59><U+6D9B>","2013 <U+7F8E><U+56FD><U+5FC3><U+810F><U+534F><U+4F1A><U+590D><U+82CF><U+5E74><U+4F1A> (AHA/ReSS2013) <U+4F1A><U+8BAE><U+7EAA><U+8981>",2013
"F040S019","<U+9B4F><U+5C09>, <U+6587><U+65ED>, <U+674E><U+521A>, <U+987E><U+8363><U+6C11>, <U+660E><U+5B66><U+5FD7>, <U+9648><U+73AF><U+7403>, ...","<U+514D><U+75AB><U+80A0><U+5185><U+8425><U+517B><U+5BF9><U+5168><U+80C3><U+5207><U+9664><U+8001><U+5E74><U+60A3><U+8005><U+8425><U+517B><U+53CA><U+514D><U+75AB><U+8C03><U+8282><U+4F5C><U+7528>",2017
"F040S020","<U+5218><U+7ACB><U+521A>, <U+5218><U+52A1><U+534E>, <U+59DA><U+9E4F><U+98DE>, <U+65B9><U+5174><U+4E2D>, <U+674E><U+6653><U+51E4>, ...","<U+03C9>-3 <U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+4E73><U+5242><U+5728><U+80A0><U+5916><U+8425><U+517B><U+4E2D><U+5BF9><U+80C3><U+80A0><U+9053><U+6076><U+6027><U+80BF><U+7624><U+672F><U+540E><U+77ED><U+671F><U+7597><U+6548><U+7684> metaeta <U+5206><U+6790>",2015
"F040S021","<U+67F3><U+5148><U+4E3D>, <U+8212><U+6653><U+4EAE>, <U+5F90><U+6DB5>, <U+8D75><U+575A>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+75BE><U+75C5><U+708E><U+75C7><U+53CD><U+5E94><U+5F71><U+54CD><U+7684> Meta <U+5206><U+6790>",2014
"F041","A Fulton, A Coates, M Williams, P Howe, A Hill","Persistent citation of the only published randomised controlled trial of omega-3 supplementation in chronic obstructive pulmonary disease six years after its …",2015
"F041S000","PE Van Der Vet, H Nijveen","Propagation of errors in citation networks: a study involving the entire citation network of a widely cited paper published in, and later retracted from, the journal …",2016
"F041S001","SA Gutiérrez, HJ Barbosa, MS Cuero, ...","La retractación y la corrección de la literatura científica para conservar la integridad y la confianza en la ciencia: un análisis de retractaciones de publicaciones …",2016
"F041S002","A Mott, C Fairhurst, D Torgerson","Assessing the impact of retraction on the citation of randomized controlled trial reports: an interrupted time-series analysis",2019
"F041S003","S Spedding","Open Access Publishing of Health Research: Does Open Access Publishing Facilitate the Translation of Research into Health Policy and Practice?",2016
"F041S004","D Ye, J Schneider","Tracing persistent citation of a retracted clinical trial with faked data",2018
"F041S005","A Fulton, A Coates, M Williams, P Howe, A Hill","Persistent Citation of the Only Published Randomized Controlled Trial of Omega-3 Supplementation in Chronic Obstructive Pulmonary Disease Six Years after Its …",2018
"F041S006","SA Gutiérrez, HJ Barbosa, MS Cuero, ...","Retraction and correction of scientific literature for conserving the integrity of and confidence in science: An analysis of retractions in open access biomedical …",2016
"F042","MA Hashemipour, AR Ghasemi, MA Dogaheh, ...","effects of locally and systemically applied n-3 fatty acid on oral ulcer recovery process in rats",2012
"F042S000","MA Hashemipour, S Lotfi, M Torabi, F Sharifi, ...","Evaluation of the effects of three plant species (Myrtus communis L., Camellia sinensis L., Zataria multiflora Boiss.) on the healing process of intraoral ulcers in …",2017
"F042S001","BA Gani, AI Nasution, N Nazaruddin, ...","Potential of Jatropha multifida sap against traumatic ulcer",2015
"F042S002","M Torabi, M Afzali, M Aminizadeh, ...","Study on the Effect of Essence and Extract of Thymus caramanicus Jalas on the Process of Oral Wound Healing in Rats",2015
"F042S003","PG de Barros Silva, ÉBB de Codes, ...","Experimental model of oral ulcer in mice: Comparing wound healing in three immunologically distinct animal lines",2018
"F042S004","RK Abdulsamad, JA Bannai, JA Ahmed","Topical Application to Mixture of Honey with Cod Liver Oil as a Novel Therapy to Treat Contaminated Skin Wounds in Rabbits Model",2017
"F042S005","E Costantino, AB Actis","Dietary Fatty Acids and Other Nutrients in Relation to Inflammation and Particularly to Oral Mucosa Inflammation. A Literature Review",2018
"F043","L Yang, J Li, Y Li, Y Tian, S Li, S Jiang, ...","Identification of metabolites and metabolic pathways related to treatment with Bufei Yishen formula in a rat COPD model using HPLC Q-TOF/MS",2015
"F043S000","X Lu, Y Li, J Li, H Wang, Z Wu, H Li, ...","Sequential treatments with tongsai and bufei yishen granules reduce inflammation and improve pulmonary function in acute exacerbation-risk window of chronic …",2016
"F043S001","B Pang, Y Zhu, L Lu, F Gu, H Chen","The applications and features of liquid chromatography-mass spectrometry in the analysis of traditional chinese medicine",2016
"F043S002","X Wang, W Li, Y Zhang, Y Feng, X Zhao, Y He, ...","Chronic obstructive pulmonary disease candidate gene prioritization based on metabolic networks and functional information",2017
"F043S003","P Zhao, J Li, L Yang, Y Li, ...","Integration of transcriptomics, proteomics, metabolomics and systems pharmacology data to reveal the therapeutic mechanism underlying Chinese herbal …",2018
"F043S004","J Li, Y Li, X Lu, H Wang, Y Wang, H Li, ...","Dynamic characteristics of sequential acute exacerbations and risk windows in AECOPD rats induced by cigarette-smoke and exposure to Klebsiella pneumoniae",2018
"F043S005","<U+80E1><U+9A8F>, <U+6613><U+6842><U+751F>","<U+4EE3><U+8C22><U+7EC4><U+5B66><U+5728><U+547C><U+5438><U+7CFB><U+7EDF><U+75BE><U+75C5><U+4E2D><U+7684><U+7814><U+7A76><U+8FDB><U+5C55>",2017
"F044","F Hirayama, AH Lee, CW Binns, H Taniguchi","Dietary supplementation by Japanese patients with chronic obstructive pulmonary disease",2009
"F044S000","IG Tsiligianni, T van der Molen","A systematic review of the role of vitamin insufficiencies and supplementation in COPD",2010
"F044S003","RH Ezzat","Acquired Kyphosis Angle in Patients with Chronic Obstructive Pulmonary Disorder with Reference to Some Physiological and Physical Variables",2015
"F044S004","<U+03A0> G<U+03BF><U+03C5><U+03BB><U+03B9><U+03AC>d<U+03B7><U+03C2>","<U+03A0>a<U+03C1>a<U+03BA><U+03BF><U+03BB><U+03BF><U+03CD><U+03B8><U+03B7>s<U+03B7> t<U+03B7><U+03C2> ep<U+03AF>d<U+03C1>as<U+03B7><U+03C2> d<U+03AF>a<U+03B9>ta<U+03C2> p<U+03BB><U+03BF><U+03CD>s<U+03B9>a<U+03C2> se a<U+03BD>t<U+03B9><U+03BF><U+03BE>e<U+03B9>d<U+03C9>t<U+03B9><U+03BA><U+03AD><U+03C2> <U+03BF><U+03C5>s<U+03AF>e<U+03C2> se as<U+03B8>e<U+03BD>e<U+03AF><U+03C2> µe <U+03C7><U+03C1><U+03CC><U+03BD><U+03B9>a ap<U+03BF>f<U+03C1>a<U+03BA>t<U+03B9><U+03BA><U+03AE> p<U+03BD>e<U+03C5>µ<U+03BF><U+03BD><U+03BF>p<U+03AC><U+03B8>e<U+03B9>a",2011
"F044S005","<U+0410><U+0414> <U+0422><U+0430><U+0433><U+0430><U+043D><U+043E><U+0432><U+0438><U+0447>, <U+0415><U+0410> <U+0414><U+0435><U+0432><U+0438><U+043D><U+0430>, <U+0422><U+042E> <U+041F><U+0440><U+0438><U+043D><U+044C><U+043A><U+043E><U+0432><U+0430>, ...","<U+041F><U+0435><U+0440><U+0441><U+043F><U+0435><U+043A><U+0442><U+0438><U+0432><U+044B> <U+0438><U+0441><U+043F><U+043E><U+043B><U+044C><U+0437><U+043E><U+0432><U+0430><U+043D><U+0438><U+044F> <U+0430><U+043D><U+0442><U+0438><U+043E><U+043A><U+0441><U+0438><U+0434><U+0430><U+043D><U+0442><U+043E><U+0432> <U+0434><U+043B><U+044F> <U+043B><U+0435><U+0447><U+0435><U+043D><U+0438><U+044F> <U+0445><U+0440><U+043E><U+043D><U+0438><U+0447><U+0435><U+0441><U+043A><U+043E><U+0439> <U+043E><U+0431><U+0441><U+0442><U+0440><U+0443><U+043A><U+0442><U+0438><U+0432><U+043D><U+043E><U+0439> <U+0431><U+043E><U+043B><U+0435><U+0437><U+043D><U+0438> <U+043B><U+0435><U+0433><U+043A><U+0438><U+0445>",2010
"F045","F Moeinzadeh, S Shahidi, ...","Effects of omega-3 fatty acid supplementation on serum biomarkers, inflammatory agents, and quality of life of patients on hemodialysis",2016
"F045S000","A Buoite Stella, G Gortan Cappellari, ...","Update on the impact of omega 3 fatty acids on inflammation, insulin resistance and sarcopenia: A review",2018
"F045S001","EJ Baker, MH Yusof, P Yaqoob, EA Miles, ...","Omega-3 fatty acids and leukocyte-endothelium adhesion: Novel anti-atherosclerotic actions",2018
"F045S002","B Ghiasi, D Sarokhani, AH Dehkordi, ...","Quality of life of patients with chronic kidney disease in Iran: systematic review and meta-analysis",2018
"F045S003","F Rastelli, MC Luise, ...","Treating inflammation to improve outcome in dialysis patients",2017
"F045S004","RD Ann Haibeck","Fats and Kidney Disease",NA
"F045S005","T Nakao, H Morita","Thrombospondin-2",2019
"F046","<U+5409><U+5DDD><U+96C5><U+5247>, <U+6728><U+6751><U+5F18>","Bedside Teaching <U+547C><U+5438><U+5668><U+75BE><U+60A3><U+306B><U+304A><U+3051><U+308B><U+6804><U+990A><U+7BA1><U+7406><U+306E><U+5B9F><U+969B>",2007
"F046S000","<U+5409><U+5DDD><U+96C5><U+5247>","<U+6162><U+6027><U+9589><U+585E><U+6027><U+80BA><U+75BE><U+60A3><U+306B><U+304A><U+3051><U+308B><U+6804><U+990A><U+969C><U+5BB3><U+306E><U+75C5><U+614B><U+3068><U+5BFE><U+7B56>",2012
"F046S001","<U+5869><U+8C37><U+9686><U+4FE1>, <U+4F50><U+7AF9><U+5C07><U+5B8F>, <U+7389><U+6728><U+5F70>, <U+83C5><U+539F><U+6176><U+52C7>, ...","<U+6162><U+6027><U+9589><U+585E><U+6027><U+80BA><U+75BE><U+60A3> (COPD) <U+306B><U+304A><U+3051><U+308B><U+6804><U+990A><U+30EA><U+30CF><U+30D3><U+30EA><U+30C6><U+30FC><U+30B7><U+30E7><U+30F3><U+306E><U+610F><U+7FA9><U+3068><U+305D><U+306E><U+5B9F><U+8DF5>",2011
"F046S002","<U+5409><U+5DDD><U+96C5><U+5247>, <U+6728><U+6751><U+5F18>","<U+547C><U+5438><U+5668><U+75BE><U+60A3> <U+6162><U+6027><U+547C><U+5438><U+4E0D><U+5168>",2012
"F046S003","<U+6728><U+6751><U+5F18>, <U+5409><U+5DDD><U+96C5><U+5247>","5. <U+6804><U+990A><U+969C><U+5BB3><U+3068><U+305D><U+306E><U+5BFE><U+7B56>",2008
"F046S004","<U+5409><U+5DDD><U+96C5><U+5247>, <U+6728><U+6751><U+5F18>","Bedside Teaching <U+547C><U+5438><U+5668><U+75BE><U+60A3><U+306B><U+304A><U+3051><U+308B><U+6804><U+990A><U+7642><U+6CD5><U+306E><U+30A8><U+30D3><U+30C7><U+30F3><U+30B9>",2012
"F046S005","<U+5BCC><U+7530><U+5B66>, <U+526F><U+5CF6><U+4E07><U+7950><U+5B50>, <U+4F50><U+85E4><U+5B8F><U+7F8E>, <U+77E2><U+91CE><U+6D0B><U+4E00>, ...","<U+6162><U+6027><U+9589><U+585E><U+6027><U+80BA><U+75BE><U+60A3><U+60A3><U+8005><U+306B><U+304A><U+3051><U+308B> Late Evening Snack <U+306E><U+52B9><U+679C><U+306B><U+3064><U+3044><U+3066><U+306E><U+691C><U+8A0E>",2017
"F046S006","<U+5409><U+5DDD><U+96C5><U+5247>, <U+6728><U+6751><U+5F18>","1. <U+6804><U+990A><U+969C><U+5BB3>",2012
"F046S007","<U+6D45><U+4E95><U+4E00><U+4E45>, <U+6829><U+91CE><U+5409><U+5F18>, <U+9D28><U+4E95><U+535A>, ...","<U+6804><U+990A><U+969C><U+5BB3><U+306E><U+75C5><U+614B><U+3068><U+4E88><U+5F8C><U+2015>COPD <U+3068><U+3084><U+305B>",2015
"F046S008","<U+67F3><U+7530><U+4EC1><U+5B50>, <U+83C5><U+539F><U+6176><U+52C7>, <U+5C71><U+7530><U+516C><U+5B50>, ...","<U+9577><U+671F><U+6804><U+990A><U+88DC><U+5145><U+7642><U+6CD5><U+306B><U+3088><U+3063><U+3066><U+4F53><U+91CD><U+6E1B><U+5C11><U+306E><U+963B><U+6B62><U+304C><U+307F><U+3089><U+308C><U+305F><U+6700><U+91CD><U+75C7><U+6162><U+6027><U+9589><U+585E><U+6027><U+80BA><U+75BE><U+60A3><U+306E> 1 <U+4F8B>",2012
"F046S009","<U+85E4><U+7530><U+5E78><U+7537>, <U+5409><U+5DDD><U+96C5><U+5247>, <U+6728><U+6751><U+5F18>","<U+6804><U+990A><U+7BA1><U+7406><U+2015><U+6162><U+6027><U+547C><U+5438><U+4E0D><U+5168><U+60A3><U+8005>·<U+4EBA><U+5DE5><U+547C><U+5438><U+7BA1><U+7406><U+4E2D><U+306E><U+60A3><U+8005><U+306B><U+5BFE><U+3057><U+3066>",2010
"F047","DAM Donesky","Integrative therapies for people with chronic obstructive pulmonary disease",2012
"F047S001","<U+4EC7><U+534E>, <U+987E><U+5065>","<U+793E><U+533A><U+6162><U+6027><U+75C5><U+7BA1><U+7406><U+4E0E><U+5E72><U+9884>",2014
"F047S002","<U+91D1><U+6653><U+6D9B>, <U+674E><U+4F2F><U+4EAC>, <U+738B><U+4E16><U+5E73>","<U+793E><U+533A><U+8FD0><U+52A8><U+5E72><U+9884><U+5BF9><U+9AD8><U+8840><U+538B>, <U+7CD6><U+5C3F><U+75C5><U+7684><U+8F85><U+52A9><U+7597><U+6548><U+5206><U+6790>",2016
"F047S003","LF Ying, LF Chiat, TX Hao","The Calming Effect of Imee Ooi's Buddhist Music: from Mantra to Music and Meditation",2012
"F048","KR Fluegge","Comorbidities among persons with incident psychiatric condition",2016
"F048S000","K Fluegge","Community water fluoridation predicts increase in age-adjusted incidence and prevalence of diabetes in 22 states from 2005 and 2010",2016
"F048S001","K Fluegge","The new frontier in health services research: a behavioural paradigm guided by genetics",2017
"F048S002","K Takemura, Y Takenaka, N Ashida, ...","Age-adjusted Charlson Comorbidity Index predicts prognosis of laryngopharyngeal cancer treated with radiation therapy",2017
"F049","S Masuda, R Oka, K Uwai, Y Matsuda, T Shiraishi, ...","Development of clinical application for a nutritional prescription support system for total parenteral/enteral nutrition",2009
"F049S000","<U+4E95><U+4E0A><U+88D5>, <U+5357><U+96F2><U+7531><U+7F8E>, <U+9577><U+6FF5><U+307E><U+3069><U+304B>, <U+6751><U+7530><U+52C7>, <U+6728><U+6751><U+660C><U+884C>, ...","<U+6D88><U+8CBB><U+8005><U+30CB><U+30FC><U+30BA><U+306B><U+3042><U+3063><U+305F><U+30C9><U+30EA><U+30F3><U+30AF><U+5264> (<U+6804><U+990A><U+30C9><U+30EA><U+30F3><U+30AF>) <U+30CA><U+30D3><U+30D7><U+30ED><U+30B0><U+30E9><U+30E0><U+306E><U+4F5C><U+6210>",2015
"F049S001","TH Judit","Gyermekek szervpótló, egyedi parenterális táplálása magisztrális all-in-one tápoldattal",NA
"F049S002","<U+5F20><U+5251><U+840D>, <U+6768><U+5168><U+519B>, <U+5B97><U+9ECE><U+743C>, <U+7AE0><U+840D>, <U+90ED><U+6F84>","<U+4E0A><U+6D77><U+5730><U+533A> 34 <U+5BB6><U+533B><U+9662> 2011-2013 <U+5E74><U+8425><U+517B><U+5236><U+5242><U+5E94><U+7528><U+5206><U+6790>",2015
"F050","G Jackowski, R Macsweeney, N Shaikh, ...","Method for treating obesity with anti-obesity formulations and omega 3 fatty acids for the reduction of body weight in cardiovascular disease patients (CVD) and …",2014
"F050S000","MM Ciccone, P Scicchitano, M Gesualdo, ...","The role of omega-3 polyunsaturated fatty acids supplementation in childhood: a review",2013
