ID,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
F012S014,15,"J Lindemann, E David Pampe, JJ Peterkin, ...",Clinical study of the effects on asthma-related QOL and asthma management of a medical food in adult asthma patients,2009.0,… medical research and …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1185/03007990903316491,"https://scholar.google.com/scholar?cites=6212707835927765557&as_sdt=400005&sciodt=0,14&hl=en",15,2019-04-26,,,,,,,,,15,1.5,4,4,10.0
F012S015,11,"N Tateishi, Y Kaneda, S Kakutani, ...","Dietary supplementation with arachidonic acid increases arachidonic acid content in paw, but does not affect arthritis severity or prostaglandin E 2 content in …",2015.0,Lipids in health …,lipidworld.biomedcentral.com,https://lipidworld.biomedcentral.com/articles/10.1186/1476-511X-14-3,"https://scholar.google.com/scholar?cites=15227667340312812104&as_sdt=400005&sciodt=0,14&hl=en",16,2019-04-26,HTML,,,,,,,,11,2.75,3,4,4.0
F012S016,11,"KA Varker, A Ansel, G Aukerman, ...",Review of complementary and alternative medicine and selected nutraceuticals: background for a pilot study on nutrigenomic intervention in patients with advanced …,2012.0,… Therapies in Health …,search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10786791&asa=Y&AN=74512468&h=B1GAU0RdsC%2BJyTW%2BrhMkPdEjnHhZCv37ZSQvoGnEMO%2FMr4BIf6yI9xzDurYkOilkxJ4SDCa42xGzRw15GWOpng%3D%3D&crl=c,"https://scholar.google.com/scholar?cites=15227621994701436278&as_sdt=400005&sciodt=0,14&hl=en",17,2019-04-26,,,,,,,,,11,1.57,3,4,7.0
F012S017,10,"R Khorsan, C Crawford, JA Ives, AR Walter, ...",The effect of omega-3 fatty acids on biomarkers of inflammation: a rapid evidence assessment of the literature,2014.0,Military …,academic.oup.com,https://academic.oup.com/milmed/article-abstract/179/suppl_11/2/4210235,"https://scholar.google.com/scholar?cites=6300997919017808654&as_sdt=400005&sciodt=0,14&hl=en",18,2019-04-26,,,,,,,,,10,2.0,2,5,5.0
F012S018,9,"C Beermann, S Neumann, D Fußbroich, S Zielen, ...",Combinations of distinct long-chain polyunsaturated fatty acid species for improved dietary treatment against allergic bronchial asthma,2016.0,Nutrition,Elsevier,https://www.sciencedirect.com/science/article/pii/S0899900716300442,"https://scholar.google.com/scholar?cites=9361542089864182796&as_sdt=400005&sciodt=0,14&hl=en",19,2019-04-26,HTML,,,,,,,,9,3.0,2,5,3.0
F012S019,8,JC Lovejoy,"Fat: the good, the bad, and the ugly",2010.0,Nutrition guide for physicians,Springer,https://link.springer.com/chapter/10.1007/978-1-60327-431-9_1,"https://scholar.google.com/scholar?cites=15389550534169848498&as_sdt=400005&sciodt=0,14&hl=en",20,2019-04-26,,,,,,,,,8,0.89,8,1,9.0
F012S020,7,RS Bhat,"You are what you eat: of fish, fat and folate in late-life psychiatric disorders",2009.0,Current opinion in psychiatry,journals.lww.com,"https://journals.lww.com/co-psychiatry/fulltext/2009/11000/You_are_what_you_eat__of_fish,_fat_and_folate_in.6.aspx","https://scholar.google.com/scholar?cites=3680931621743736025&as_sdt=400005&sciodt=0,14&hl=en",21,2019-04-26,HTML,,,,,,,,7,0.7,7,1,10.0
F012S021,5,"N Soveyd, M Abdolahi, M Djalali, ...",The combined effects of ω-3 fatty acids and nano-curcumin supplementation on intercellular adhesion molecule-1 (ICAM-1) gene expression and serum levels in …,2017.0,CNS & Neurological …,ingentaconnect.com,https://www.ingentaconnect.com/contentone/ben/cnsnddt/2017/00000016/00000010/art00011,"https://scholar.google.com/scholar?cites=7503431883796135831&as_sdt=400005&sciodt=0,14&hl=en",22,2019-04-26,,,,,,,,,5,2.5,1,4,2.0
F012S022,5,"EFSA Panel on Genetically Modified Organisms , ...","Scientific Opinion on application (EFSA‐GMO‐UK‐2009‐76) for the placing on the market of soybean MON 87769 genetically modified to contain stearidonic acid, for …",2014.0,EFSA …,Wiley Online Library,https://efsa.onlinelibrary.wiley.com/doi/abs/10.2903/j.efsa.2014.3644,"https://scholar.google.com/scholar?cites=4491164302925534629&as_sdt=400005&sciodt=0,14&hl=en",23,2019-04-26,,,,,,,,,5,1.0,3,2,5.0
F012S023,5,"I Keskiner, I Saygun, V Bal, M Serdar, ...",Dietary supplementation with low‐dose omega‐3 fatty acids reduces salivary tumor necrosis factor‐α levels in patients with chronic periodontitis: a randomized …,2017.0,Journal of periodontal …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/jre.12434,"https://scholar.google.com/scholar?cites=1122742949343387917&as_sdt=400005&sciodt=0,14&hl=en",24,2019-04-26,,,,,,,,,5,2.5,1,5,2.0
F012S024,3,"XF Hu, SK Sandhu, WS Harris, HM Chan",Conversion ratios of n-3 fatty acids between plasma and erythrocytes: a systematic review and meta-regression,2017.0,British Journal of Nutrition,cambridge.org,https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/conversion-ratios-of-n3-fatty-acids-between-plasma-and-erythrocytes-a-systematic-review-and-metaregression/915F060C32356128BF1A8A7B14BB8703,"https://scholar.google.com/scholar?cites=17889309139431173102&as_sdt=400005&sciodt=0,14&hl=en",25,2019-04-26,,,,,,,,,3,1.5,1,4,2.0
F012S025,4,"MC Borges, FMM Santos, RW Telles, ...","Omega-3 fatty acids, inflammatory status and biochemical markers of patients with systemic lupus erythematosus: a pilot study",2017.0,Revista brasileira de …,SciELO Brasil,http://www.scielo.br/scielo.php?pid=S0482-50042017000600526&script=sci_arttext&tlng=pt,"https://scholar.google.com/scholar?cites=13648447233326110703&as_sdt=400005&sciodt=0,14&hl=en",26,2019-04-26,HTML,,,,,,,,4,2.0,1,4,2.0
F012S026,2,"SF Fostok, AN Wehbe, ...",Medicinal Value of Polyunsaturated and Other Fatty Acids in Ethnobotany,2011.0,… Plants: Revitalizing of …,content.taylorfrancis.com,https://content.taylorfrancis.com/books/e/download?dac=C2010-0-39364-3&isbn=9781439853627&doi=10.1201/b10495-8&format=pdf,"https://scholar.google.com/scholar?cites=15767413766818566169&as_sdt=400005&sciodt=0,14&hl=en",27,2019-04-26,,,,,,,,,2,0.25,1,3,8.0
F012S027,2,"E Rahmani, M Jamilian, B Dadpour, ...",The effects of fish oil on gene expression in patients with polycystic ovary syndrome,2018.0,European journal of …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/eci.12893,"https://scholar.google.com/scholar?cites=12480143170168907497&as_sdt=400005&sciodt=0,14&hl=en",28,2019-04-26,,,,,,,,,2,2.0,1,4,1.0
F012S028,2,"A Barkhordari, H Tavilani, ...",Correlation of serum pro-inflammatory (IL 6) and anti-inflammatory (IL 10) interleukine levels with fatty acid composition of dietary oils in rats,2013.0,Scientific Journal of …,eprints.umsha.ac.ir,http://eprints.umsha.ac.ir/950/,"https://scholar.google.com/scholar?cites=3471788771433321531&as_sdt=400005&sciodt=0,14&hl=en",29,2019-04-26,,,,,,,,,2,0.33,1,3,6.0
F012S029,1,"M Gupta, RAGK Pal, D Tikoo",IJBCP International Journal of Basic & Clinical Pharmacology,2013.0,International Journal of Basic & Clinical …,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.301.3559&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=388625816762592989&as_sdt=400005&sciodt=0,14&hl=en",30,2019-04-26,PDF,,,,,,,,1,0.17,0,3,6.0
F012S030,1,"KD Niswender, S Fazio, BA Gower, HJ Silver","Balanced high fat diet reduces cardiovascular risk in obese women although changes in adipose tissue, lipoproteins, and insulin resistance differ by race",2018.0,Metabolism,Elsevier,https://www.sciencedirect.com/science/article/pii/S002604951830026X,"https://scholar.google.com/scholar?cites=8471667338891822831&as_sdt=400005&sciodt=0,14&hl=en",31,2019-04-26,HTML,,,,,,,,1,1.0,0,4,1.0
F012S031,1,"A Barkhordari, H Tavilani, M Abdi, J Ranjbaran, ...",Comparison of the effects of clari-fied yogurt butter and commercial dietary oils on serum fatty acid com-position in rat,2013.0,Avi J Med …,researchgate.net,https://www.researchgate.net/profile/Iraj_Khodadadi2/publication/261860588_Comparison_of_the_effects_of_clarified_yogurt_butter_and_commercial_dietary_oils_on_serum_fatty_acid_composition_in_rat/links/00b7d535a6f6c3fc8b000000/Comparison-of-the-effects-of-clarified-yogurt-butter-and-commercial-dietary-oils-on-serum-fatty-acid-composition-in-rat.pdf,"https://scholar.google.com/scholar?cites=9244550033176625488&as_sdt=400005&sciodt=0,14&hl=en",32,2019-04-26,PDF,,,,,,,,1,0.17,0,5,6.0
F012S032,1,"N Sagawa, NC Olson, V Ahuja, A Vishnu, ...",Long chain n-3 polyunsaturated fatty acids are not associated with circulating T-helper type 1 cells: Results from the Multi-Ethnic Study of Atherosclerosis …,2017.0,… and Essential Fatty …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0952327817300388,"https://scholar.google.com/scholar?cites=9826384971365944202&as_sdt=400005&sciodt=0,14&hl=en",33,2019-04-26,HTML,,,,,,,,1,0.5,0,5,2.0
F012S033,1,"S Peter, JJ Jacob",Role of omega-3 fatty acids in cardiovascular disorders,2016.0,Omega-3 Fatty Acids,Springer,https://link.springer.com/chapter/10.1007/978-3-319-40458-5_37,"https://scholar.google.com/scholar?cites=6724461777044307547&as_sdt=400005&sciodt=0,14&hl=en",34,2019-04-26,,,,,,,,,1,0.33,1,2,3.0
F012S034,0,JC Shea,The effects of n-3 and n-6 fatty acid supplementation on interleukin-8 secretion in 16 HBE sense and antisense cells stimulated with Pseudomonas …,2008.0,,search.proquest.com,http://search.proquest.com/openview/6e12f0605d70b5f8fac611e85a514bd1/1?pq-origsite=gscholar&cbl=18750&diss=y,,35,2019-04-26,BOOK,,,,,,,,0,0.0,0,1,11.0
F012S035,0,최현민,Effects of N-3 polyunsaturated fatty acid supplement on inflammatory markers and insulin resistance in patients with the metabolic syndrome,2009.0,,ir.ymlib.yonsei.ac.kr,https://ir.ymlib.yonsei.ac.kr/handle/22282913/125028,,36,2019-04-26,,,,,,,,,0,0.0,0,1,10.0
F012S036,0,GJ Mihalopoulos,"TUE EFFECTS OF BISON VERSUS 8EE'"" CONSUMI'TION ON SELECTED MARKERS OF IN,'LAMMATION AN» RISK OF CARDIOVASCULAR)) JSEASE",2010.0,,The University of Utah,,,37,2019-04-26,CITATION,,,,,,,,0,0.0,0,1,9.0
F012S037,0,"MR Flock, AC Skulas-Ray, WS Harris, ...","Prostaglandins, Leukotrienes and Essential Fatty Acids",2014.0,… and Essential Fatty …,contraceptionjournal.org,https://www.contraceptionjournal.org/article/S0952-3278(14)00104-5/pdf,,38,2019-04-26,,,,,,,,,0,0.0,0,4,5.0
F012S038,0,"N Sagawa, NC Olson, A Vishnu, V Ahuja, MF Doyle, ...",No Significant Association of n-3 polyunsaturated Fatty Acids (PUFAs) with T-helper Type 1 (Th1) Cells: Results From the Multi-Ethnic Study of Atherosclerosis (MESA),2016.0,,d-scholarship.pitt.edu,http://d-scholarship.pitt.edu/26407/,,39,2019-04-26,,,,,,,,,0,0.0,0,6,3.0
F012S039,0,H Wang,The fatty acids-inflammation relationship across the lifecycle,2011.0,,conservancy.umn.edu,https://conservancy.umn.edu/handle/11299/161164,,40,2019-04-26,,,,,,,,,0,0.0,0,1,8.0
F012S040,0,MR Flock,Immunometabolism of long-chain omega-3 fatty acids in humans,2014.0,,etda.libraries.psu.edu,https://etda.libraries.psu.edu/catalog/20702,,41,2019-04-26,,,,,,,,,0,0.0,0,1,5.0
F012S041,0,R Nikravan,Antioxidant and omega-3 fatty acid intake in the modulation of respiratory illness & asthma in children,2011.0,,espace.curtin.edu.au,https://espace.curtin.edu.au/handle/20.500.11937/689,,42,2019-04-26,,,,,,,,,0,0.0,0,1,8.0
F012S042,0,PMS Armstrong,Variation in the ALOX5 gene and response to omega-3 fatty acid supplements in persons of African descent,2009.0,,search.proquest.com,http://search.proquest.com/openview/d973840171fb9f0bcd8a08eaac8d25b3/1?pq-origsite=gscholar&cbl=18750&diss=y,,43,2019-04-26,BOOK,,,,,,,,0,0.0,0,1,10.0
F012S043,0,M Karwe,FUNCTIONAL FOODS AND HEALTH PROMOTION,2009.0,,,,,44,2019-04-26,CITATION,,,,,,,,0,0.0,0,1,10.0
F012S044,0,TS Orchard,Fatty Acids and Risk of Fracture in Postmenopausal Women,2011.0,,rave.ohiolink.edu,http://rave.ohiolink.edu/etdc/view?acc_num=osu1306513275,,45,2019-04-26,,,,,,,,,0,0.0,0,1,8.0
F012S045,0,Y Rong,The effects of stearidonic acid on 3T3-L1 adipocytes,2012.0,,etd.auburn.edu,http://etd.auburn.edu/handle/10415/3124,,46,2019-04-26,,,,,,,,,0,0.0,0,1,7.0
F012S046,0,"M Islam, N Mahmud, T Nawas, Y Fang, ...",Health Benefits and Spray Drying Microencapsulation Process of Fish Oil (Omega-3),2018.0,American Journal of …,researchgate.net,https://www.researchgate.net/profile/Tazbidul_Nawas/publication/325618064_Health_Benefits_and_Spray_Drying_Microencapsulation_Process_of_Fish_Oil_Omega-3/links/5b18d1bd45851587f297d2ad/Health-Benefits-and-Spray-Drying-Microencapsulation-Process-of-Fish-Oil-Omega-3.pdf,,47,2019-04-26,PDF,,,,,,,,0,0.0,0,5,1.0
F012S047,0,"A Barkhordari, H Tavilani, ...",Different effects of dietary fats on serum fatty acid composition and lipid profile in rat,2011.0,Scientific Journal of …,eprints.umsha.ac.ir,http://eprints.umsha.ac.ir/335/,,48,2019-04-26,,,,,,,,,0,0.0,0,3,8.0
F012S048,0,"J Bryś, M Wirkowska-Wojdyła, A Górska, ...",Oleje bogate w kwasy Omega-3 jako potencjalne źródło kwasów nienasyconych w diecie dla niemowląt i małych dzieci,2016.0,Postępy Techniki …,infona.pl,https://www.infona.pl/resource/bwmeta1.element.baztech-4866911e-a1b6-4f18-9778-de20d2d85812,,49,2019-04-26,,,,,,,,,0,0.0,0,4,3.0
F012S049,0,"MC Borges, FMM dos Santos, RW Telles, ...","Ácidos graxos ômega‐3, estado inflamatório e marcadores bioquímicos de pacientes com lúpus eritematoso sistêmico: estudo piloto",2017.0,Revista Brasileira de …,Elsevier,https://www.sciencedirect.com/science/article/pii/S048250041630078X,,50,2019-04-26,HTML,,,,,,,,0,0.0,0,4,2.0
F012S050,0,S De Spirt,Effekte von Lipiden und lipophilen Antioxidantien: In-vivo und in-vitro Untersuchungen,2008.0,,docserv.uni-duesseldorf.de,https://docserv.uni-duesseldorf.de/servlets/DocumentServlet?id=7921,,51,2019-04-26,HTML,,,,,,,,0,0.0,0,1,11.0
F012S051,0,S Voß,"Wirksamkeit, Sicherheit und Verträglichkeit einer autologen E. coli-Autovaccine-Therapie bei Hausstaubmilben-Allergikern mit intermittierendem oder mildem …",2012.0,,d-nb.info,https://d-nb.info/1044412860/34,,52,2019-04-26,PDF,,,,,,,,0,0.0,0,1,7.0
F012S052,0,"S KRÁLOVÁ, L LEVÁ, M TOMAN",Změny v aktivitě imunitního systému u psů s chronickým selháním ledvin,,,,,,53,2019-04-26,CITATION,,,,,,,,0,0.0,0,3,
F013S000,246,"LM Sordillo, GA Contreras, SL Aitken",Metabolic factors affecting the inflammatory response of periparturient dairy cows,2009.0,Animal health research …,cambridge.org,https://www.cambridge.org/core/journals/animal-health-research-reviews/article/metabolic-factors-affecting-the-inflammatory-response-of-periparturient-dairy-cows/29B5368030CB67A0EEDD8A3BA1A5BFFF,"https://scholar.google.com/scholar?cites=370032137790084764&as_sdt=400005&sciodt=0,14&hl=en",1,2019-04-26,,,,,,,,,246,24.6,82,3,10.0
F013S001,191,"HA Scott, PG Gibson, ML Garg, ...",Airway inflammation is augmented by obesity and fatty acids in asthma,2011.0,European Respiratory …,Eur Respiratory Soc,https://erj.ersjournals.com/content/38/3/594.short,"https://scholar.google.com/scholar?cites=1848261405353387406&as_sdt=400005&sciodt=0,14&hl=en",2,2019-04-26,,,,,,,,,191,23.88,48,4,8.0
F013S002,164,"LG Wood, ML Garg, PG Gibson",A high-fat challenge increases airway inflammation and impairs bronchodilator recovery in asthma,2011.0,Journal of Allergy and Clinical …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0091674911001254,"https://scholar.google.com/scholar?cites=10312600698566586336&as_sdt=400005&sciodt=0,14&hl=en",3,2019-04-26,HTML,,,,,,,,164,20.5,55,3,8.0
F013S003,132,"C Papoutsakis, KN Priftis, M Drakouli, S Prifti, ...",Childhood overweight/obesity and asthma: is there a link? A systematic review of recent epidemiologic evidence,2013.0,Journal of the Academy …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2212267212015080,"https://scholar.google.com/scholar?cites=14553945275393521377&as_sdt=400005&sciodt=0,14&hl=en",4,2019-04-26,HTML,,,,,,,,132,22.0,26,5,6.0
F013S004,96,"GA Contreras, NJ O'boyle, TH Herdt, LM Sordillo",Lipomobilization in periparturient dairy cows influences the composition of plasma nonesterified fatty acids and leukocyte phospholipid fatty acids,2010.0,Journal of dairy science,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022030210002535,"https://scholar.google.com/scholar?cites=13050978188203510398&as_sdt=400005&sciodt=0,14&hl=en",5,2019-04-26,HTML,,,,,,,,96,10.67,24,4,9.0
F013S005,55,"ME Jensen, CE Collins, PG Gibson, LG Wood",The obesity phenotype in children with asthma,2011.0,Paediatric respiratory …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1526054211000108,"https://scholar.google.com/scholar?cites=18342482319532441003&as_sdt=400005&sciodt=0,14&hl=en",6,2019-04-26,HTML,,,,,,,,55,6.88,14,4,8.0
F013S006,50,"J Lu, E Antunes Fernandes, ...","Changes in milk proteome and metabolome associated with dry period length, energy balance, and lactation stage in postparturient dairy cows",2013.0,Journal of Proteome …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/pr4001306,"https://scholar.google.com/scholar?cites=2097110521845019113&as_sdt=400005&sciodt=0,14&hl=en",7,2019-04-26,,,,,,,,,50,8.33,17,3,6.0
F013S007,51,"VM McDonald, PG Gibson",Exacerbations of severe asthma,2012.0,Clinical & Experimental Allergy,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2222.2012.03981.x,"https://scholar.google.com/scholar?cites=4144904647537509610&as_sdt=400005&sciodt=0,14&hl=en",8,2019-04-26,,,,,,,,,51,7.29,26,2,7.0
F013S008,41,"Q Zebeli, K Ghareeb, E Humer, ...","Nutrition, rumen health and inflammation in the transition period and their role on overall health and fertility in dairy cows",2015.0,Research in veterinary …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0034528815300692,"https://scholar.google.com/scholar?cites=9754054765088435878&as_sdt=400005&sciodt=0,14&hl=en",9,2019-04-26,HTML,,,,,,,,41,10.25,10,4,4.0
F013S009,40,"X Shi, D Li, Q Deng, Y Li, G Sun, X Yuan, Y Song, ...",NEFAs activate the oxidative stress-mediated NF-κB signaling pathway to induce inflammatory response in calf hepatocytes,2015.0,The Journal of steroid …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0960076014002490,"https://scholar.google.com/scholar?cites=5716730569490886211&as_sdt=400005&sciodt=0,14&hl=en",10,2019-04-26,HTML,,,,,,,,40,10.0,5,8,4.0
F013S010,35,"CF Goncalves-de-Albuquerque, P Burth, ...",Leptospira and inflammation,2012.0,Mediators of …,hindawi.com,https://www.hindawi.com/journals/mi/2012/317950/abs/,"https://scholar.google.com/scholar?cites=12696260985916865371&as_sdt=400005&sciodt=0,14&hl=en",11,2019-04-26,,,,,,,,,35,5.0,12,3,7.0
F013S011,21,"CF Gonçalves de Albuquerque, P Burth, ...",Reduced plasma nonesterified fatty acid levels and the advent of an acute lung injury in mice after intravenous or enteral oleic acid administration,2012.0,Mediators of …,hindawi.com,https://www.hindawi.com/journals/mi/2012/601032/abs/,"https://scholar.google.com/scholar?cites=607116823744730931&as_sdt=400005&sciodt=0,14&hl=en",12,2019-04-26,,,,,,,,,21,3.0,7,3,7.0
F013S012,18,"L Cheng, XK Jin, WW Li, S Li, XN Guo, J Wang, ...","Fatty acid binding proteins FABP9 and FABP10 participate in antibacterial responses in Chinese mitten crab, Eriocheir sinensis",2013.0,PloS one,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0054053,"https://scholar.google.com/scholar?cites=6477447072196781743&as_sdt=400005&sciodt=0,14&hl=en",13,2019-04-26,HTML,,,,,,,,18,3.0,3,7,6.0
F013S013,18,"CF Gonçalves-de-Albuquerque, ...",Omega-9 oleic acid induces fatty acid oxidation and decreases organ dysfunction and mortality in experimental sepsis,2016.0,PLoS …,journals.plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0153607,"https://scholar.google.com/scholar?cites=5815533483381057760&as_sdt=400005&sciodt=0,14&hl=en",14,2019-04-26,HTML,,,,,,,,18,6.0,9,2,3.0
F013S014,15,"LG Wood, J Attia, P McElduff, M McEvoy, ...",Assessment of dietary fat intake and innate immune activation as risk factors for impaired lung function,2010.0,European journal of …,nature.com,https://www.nature.com/articles/ejcn201068,"https://scholar.google.com/scholar?cites=10482155210535745375&as_sdt=400005&sciodt=0,14&hl=en",15,2019-04-26,,,,,,,,,15,1.67,3,5,9.0
F013S015,12,"AB Chang, K Grimwood, AC Wilson, ...",Bronchiectasis exacerbation study on azithromycin and amoxycillin-clavulanate for respiratory exacerbations in children (BEST-2): study protocol for a …,2013.0,…,trialsjournal.biomedcentral.com,https://trialsjournal.biomedcentral.com/articles/10.1186/1745-6215-14-53,"https://scholar.google.com/scholar?cites=13566979399038852391&as_sdt=400005&sciodt=0,14&hl=en",16,2019-04-26,HTML,,,,,,,,12,2.0,3,4,6.0
F013S016,11,"HA Scott, ME Jensen, LG Wood",Dietary interventions in asthma,2014.0,Current pharmaceutical …,ingentaconnect.com,https://www.ingentaconnect.com/content/ben/cpd/2014/00000020/00000006/art00020,"https://scholar.google.com/scholar?cites=5691890930270599795&as_sdt=400005&sciodt=0,14&hl=en",17,2019-04-26,,,,,,,,,11,2.2,4,3,5.0
F013S017,10,"Q Li, K Baines, P Gibson, L Wood",Changes in expression of genes regulating airway inflammation following a high-fat mixed meal in asthmatics,2016.0,Nutrients,mdpi.com,https://www.mdpi.com/2072-6643/8/1/30,"https://scholar.google.com/scholar?cites=17256754115637043220&as_sdt=400005&sciodt=0,14&hl=en",18,2019-04-26,,,,,,,,,10,3.33,3,4,3.0
F013S018,10,"C Tóthová, O Nagy, G Kovác",Changes in the concentrations of selected acute phase proteins and variables of energetic profile in dairy cows after parturition,2014.0,Journal of applied animal research,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/09712119.2013.842485,"https://scholar.google.com/scholar?cites=8445067261517330022&as_sdt=400005&sciodt=0,14&hl=en",19,2019-04-26,,,,,,,,,10,2.0,3,3,5.0
F013S019,9,"R Pannorfi, BM Zee, I Vatnick, ...",Dietary Lipid Saturation Influences Environmental Temperature Preference but Not Resting Metabolic Rate in the Djungarian Hamster (Phodopus sungorus),2012.0,Physiological and …,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/abs/10.1086/666473,"https://scholar.google.com/scholar?cites=1585586028713082280&as_sdt=400005&sciodt=0,14&hl=en",20,2019-04-26,,,,,,,,,9,1.29,2,4,7.0
F013S020,9,"C Tóthová, O Nagy, G Kováč",Relationship between some variables of protein profile and indicators of lipomobilization in dairy cows after calving,2014.0,Archives Animal Breeding,arch-anim-breed.net,https://www.arch-anim-breed.net/57/19/2014/,"https://scholar.google.com/scholar?cites=9202373773216892659&as_sdt=400005&sciodt=0,14&hl=en",21,2019-04-26,,,,,,,,,9,1.8,3,3,5.0
F013S021,8,L Terre,Clinical implications of impaired sleep,2014.0,American Journal of Lifestyle Medicine,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1559827614521955,"https://scholar.google.com/scholar?cites=8182953216840586493&as_sdt=400005&sciodt=0,14&hl=en",22,2019-04-26,,,,,,,,,8,1.6,8,1,5.0
F013S022,7,"SJ Tan, X Zhang, XK Jin, WW Li, JY Li, ...",Fatty acid binding protein FABP3 from Chinese mitten crab Eriocheir sinensis participates in antimicrobial responses,2015.0,Fish & shellfish …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1050464814005154,"https://scholar.google.com/scholar?cites=2431458729711933175&as_sdt=400005&sciodt=0,14&hl=en",23,2019-04-26,HTML,,,,,,,,7,1.75,1,6,4.0
F013S023,8,"AB Chang, K Grimwood, CF Robertson, ...",Antibiotics for bronchiectasis exacerbations in children: rationale and study protocol for a randomised placebo-controlled trial,2012.0,…,trialsjournal.biomedcentral.com,https://trialsjournal.biomedcentral.com/articles/10.1186/1745-6215-13-156,"https://scholar.google.com/scholar?cites=13291691315535979336&as_sdt=400005&sciodt=0,14&hl=en",24,2019-04-26,HTML,,,,,,,,8,1.14,2,4,7.0
F013S024,5,"N Ionescu, C de Freitas, AA Bueno",Perturbations in blood phosphatidylcholine and sphingomyelin fatty acid composition in a sample population of cigarette smokers,2013.0,Indian Journal of Clinical …,Springer,https://link.springer.com/article/10.1007/s12291-013-0327-y,"https://scholar.google.com/scholar?cites=10306554594807777627&as_sdt=400005&sciodt=0,14&hl=en",25,2019-04-26,HTML,,,,,,,,5,0.83,2,3,6.0
F013S025,5,"N Sharma, M Akkoyunlu, RL Rabin",Macrophages—common culprit in obesity and asthma,2018.0,Allergy,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/all.13369,"https://scholar.google.com/scholar?cites=9065647327138418343&as_sdt=400005&sciodt=0,14&hl=en",26,2019-04-26,,,,,,,,,5,5.0,2,3,1.0
F013S026,4,LG Wood,Omega-3 polyunsaturated fatty acids and chronic obstructive pulmonary disease,2015.0,Current Opinion in Clinical Nutrition & Metabolic Care,journals.lww.com,https://journals.lww.com/co-clinicalnutrition/Fulltext/2015/03000/Omega_3_polyunsaturated_fatty_acids_and_chronic.5.aspx,"https://scholar.google.com/scholar?cites=17894681357641413042&as_sdt=400005&sciodt=0,14&hl=en",27,2019-04-26,HTML,,,,,,,,4,1.0,4,1,4.0
F013S027,3,"M Joksimović-Todorović, ...",Immunosuppression: Postpartum diseases of dairy cows,2013.0,Biotechnology in Animal …,scindeks.ceon.rs,http://scindeks.ceon.rs/article.aspx?artid=1450-91561302211J,"https://scholar.google.com/scholar?cites=17065321912455933893&as_sdt=400005&sciodt=0,14&hl=en",28,2019-04-26,,,,,,,,,3,0.5,2,2,6.0
F013S028,3,"S Liu, L Feng, WD Jiang, Y Liu, J Jiang, P Wu, ...","Impact of exogenous lipase supplementation on growth, intestinal function, mucosal immune and physical barrier, and related signaling molecules mRNA …",2016.0,Fish & shellfish …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1050464816303114,"https://scholar.google.com/scholar?cites=4031187366577910904&as_sdt=400005&sciodt=0,14&hl=en",29,2019-04-26,HTML,,,,,,,,3,1.0,0,7,3.0
F013S029,3,"GB McCallum, AB Chang, CA Wilson, HL Petsky, ...",Feasibility of a peer-led asthma and smoking prevention project in Australian schools with high indigenous youth,2017.0,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fped.2017.00033,"https://scholar.google.com/scholar?cites=15910046248375208449&as_sdt=400005&sciodt=0,14&hl=en",30,2019-04-26,HTML,,,,,,,,3,1.5,1,5,2.0
F013S030,2,"AB Chang, K Grimwood, A Wilson, PP van Asperen, ...",Randomised placebocontrolled trial on antibiotics for bronchiectasis exacerbations in children: rationale and protocol,2012.0,Trials,,,"https://scholar.google.com/scholar?cites=17792999154274026710&as_sdt=400005&sciodt=0,14&hl=en",31,2019-04-26,CITATION,,,,,,,,2,0.29,0,5,7.0
